ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaf.length,leaflet.length,number.of.leaflets,country,province.state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note
354,346533,1899,North America,mainland,other,,,,2,15.687,5.029,10,Mexico,,Puebla to Oaxaca.,18.031576,-97.427298,21.2551,Smithsonian,15 Jun 1899,"Rose, J. N.; Hough, W.",4560,,1 leaf down the flower
355,346533,1899,North America,mainland,other,,,,3,23.424,8.043,10,Mexico,,Puebla to Oaxaca.,18.031576,-97.427298,21.2551,Smithsonian,15 Jun 1899,"Rose, J. N.; Hough, W.",4560,,1 leaf down the flower
356,385440,1898,North America,mainland,other,,,,1,23.751,7.99,12,Mexico,Michoacan / Guerrero,Il Canal. Delta du Rio Balsas. États de Michoacán et de Guerrero.,18.529597,-101.317453,21.2551,Smithsonian,5 May 1898,"Langlassé, E.",141,,
357,396968,1901,North America,mainland,other,,,,1,21.481,5.214,16,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2551,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,,
358,396968,1901,North America,mainland,other,,,,2,28.214,7.116,16,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2551,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,,
359,396968,1901,North America,mainland,other,,,,3,26.387,5.834,15,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2551,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,,
360,398976,1898,North America,mainland,other,,,,1,18.668,7.567,12,Mexico,Oaxaca,Tehuantepec.,16.322934,-95.238133,21.2551,Smithsonian,23 Dec 1898,"Deam, C. C.",s.n.,,
361,399003,1903,North America,island,other,Socorro I.,,,1,25.363,6.751,14,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2551,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,,
362,399003,1903,North America,island,other,Socorro I.,,,2,28.152,6.814,16,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2551,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,,
363,450117,1903,North America,mainland,other,,,,1,54.265,15.687,14,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,27-Aug-03,"Rose, J. N.; Painter, J. H.",6561,,
364,450117,1903,North America,mainland,other,,,,2,38.567,12.166,13,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,27-Aug-03,"Rose, J. N.; Painter, J. H.",6561,,
365,450117,1903,North America,mainland,other,,,,3,42.955,12.824,14,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,27-Aug-03,"Rose, J. N.; Painter, J. H.",6561,,
366,452094,1905,North America,mainland,other,,,,1,35.936,10.845,14,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,,1 leaf down the flower
367,452094,1905,North America,mainland,other,,,,2,28.231,10.578,12,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2551,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,,1 leaf down the flower
368,453539,1905,North America,mainland,other,,,,1,32.272,9.052,14,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2551,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,,
369,453539,1905,North America,mainland,other,,,,2,36.376,9.924,11,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2551,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,,
370,453767,1905,North America,mainland,other,,,,1,16.257,6.506,12,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2551,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,,
371,453767,1905,North America,mainland,other,,,,2,19.73,6.677,12,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2551,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,,
372,453767,1905,North America,mainland,other,,,,3,14.229,5.455,12,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2551,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,,
373,516792,1905,North America,mainland,other,,,,1,44.194,10.199,14,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2551,Smithsonian,21-Mar-05,"Dewey, L. H.",590,,
374,516792,1905,North America,mainland,other,,,,2,40.403,11.059,14,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2551,Smithsonian,21-Mar-05,"Dewey, L. H.",590,,1 leaf down the flower
375,516792,1905,North America,mainland,other,,,,3,46.273,15.517,14,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2551,Smithsonian,21-Mar-05,"Dewey, L. H.",590,,1 leaf down the flower
376,567363,1910,North America,mainland,other,,,,1,7.047,4.218,5,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,,
377,567363,1910,North America,mainland,other,,,,2,10.72,5.798,6,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,,1 leaf down the flower
378,569001,1894,North America,mainland,other,,,,1,10.729,4.339,10,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,8 Sep 1894,"Nelson, E. W.",1225,,1 leaf down the flower
379,569001,1894,North America,mainland,other,,,,2,17.116,5.135,12,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,8 Sep 1894,"Nelson, E. W.",1225,,
380,569002,1894,North America,mainland,other,,,,1,31.36,11.454,12,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,20 Sep 1894,"Nelson, E. W.",1318,,
381,569002,1894,North America,mainland,other,,,,2,23.785,10.225,14,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,20 Sep 1894,"Nelson, E. W.",1318,,
382,574546,1910,North America,mainland,other,,,,1,32.2,10.471,10,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,,
383,574546,1910,North America,mainland,other,,,,2,39.405,10.549,14,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,,
384,574546,1910,North America,mainland,other,,,,3,42.116,10.519,14,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,,
385,661710,1911,North America,mainland,other,,,,1,29.973,8.229,14,Mexico,Sonora,"La Cienega, Sonora.",30.195481,-111.94624,21.2551,Smithsonian,18-Jul-11,"Goodding, L. N.",957,,
386,661710,1911,North America,mainland,other,,,,,43.444,10.526,14,Mexico,Sonora,"La Cienega, Sonora.",30.195481,-111.94624,21.2551,Smithsonian,18-Jul-11,"Goodding, L. N.",957,,
387,965926,1896,North America,mainland,other,,,,1,28.653,8.067,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2513,Smithsonian,1896,"Valdez, P.",37,,
388,965926,1896,North America,mainland,other,,,,2,26.386,7.546,14,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2513,Smithsonian,1896,"Valdez, P.",37,,
389,1034400,1930,North America,mainland,other,,,,1,61.487,14.06,16,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,,
390,1034400,1930,North America,mainland,other,,,,2,38.902,14.518,16,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,,
391,1034400,1930,North America,mainland,other,,,,3,56.408,15.437,16,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,,
392,1265392,1925,North America,island,other,Clarion I.,,,1,28.437,7.52,16,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,,
393,1265392,1925,North America,island,other,Clarion I.,,,2,15.706,6.177,14,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,,
394,1265392,1925,North America,island,other,Clarion I.,,,3,14.564,5.586,14,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,,1 leaf down the flower
395,1265402,1925,North America,island,other,Clarion I.,,,1,45.58,10.988,16,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,27-Apr-25,"Solís, O.",30,,
396,1265402,1925,North America,island,other,Clarion I.,,,2,66.955,17.169,18,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,27-Apr-25,"Solís, O.",30,,
397,1267487,1874,North America,mainland,other,,,,1,22.147,7.306,14,Mexico,Yucatan,"Calotmul, Yucatan.",21.021284,-88.17797,21.2513,Smithsonian,,"Gaumer, G. F.",1874,,
398,1380046,1888,North America,mainland,other,,,,1,29.982,11.226,12,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,,
399,1380046,1888,North America,mainland,other,,,,2,29.79,11.338,12,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,,
400,1380048,1895,North America,mainland,other,,,,1,14.541,6.724,12,Mexico,Oaxaca,"Oaxaca, Tecomavaca.",17.954344,-97.02143,21.2513,Smithsonian,15 Nov 1895,"Seler, C.; Seler, E. G.",1345,,
401,1569603,1925,North America,island,other,Clarion I.,,,1,25.227,7.322,16,Mexico,Colima,Clarion Island.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Mason, H. L.",1554,,
402,1685059,1930,North America,mainland,other,,,,1,20.626,9.168,12,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,,
403,1685059,1930,North America,mainland,other,,,,2,22.374,9.085,12,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,,
404,1685059,1930,North America,mainland,other,,,,3,20.441,7.753,10,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,,
405,1686281,1935,North America,mainland,other,,,,1,10.479,4.657,10,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,,
406,1686281,1935,North America,mainland,other,,,,2,13.071,6.061,10,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,,
407,1686281,1935,North America,mainland,other,,,,3,8.913,3.863,8,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,,
408,1689340,1936,North America,mainland,other,,,,1,27.553,9.778,12,Mexico,Oaxaca,"Ixtepec, Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,25-Jul-36,"Matuda, E.",7,,
409,1747286,1934,North America,mainland,other,,,,1,38.289,11.434,15,Mexico,Sonora,"2.5 mi. S of Llano, Sonora.",30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Wiggins, I. L.",7216,,
410,1748225,1938,North America,mainland,other,,,,1,23.424,8.493,12,Mexico,Morelos,Xochiltepec (Morelos).,18.799873,-99.233239,21.2513,Smithsonian,Jul-38,"Lyonnet, Bro. E.",2166,,
411,1748977,1934,North America,mainland,other,,,,1,14.984,6.122,14,Mexico,Sonora,South of Estación Llano.,30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Shreve, F.",6664,,
412,1748977,1934,North America,mainland,other,,,,2,16.913,5.95,14,Mexico,Sonora,South of Estación Llano.,30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Shreve, F.",6664,,
413,1844852,1934,North America,mainland,other,,,,1,19.259,6.685,14,Mexico,Guerrero,"Pungarabato, District of Coyuca, Guerrero.",18.331756,-100.690951,21.2513,Smithsonian,12-Jan-34,"Hinton, G. B.; et al.",5458,,
414,1888370,1938,North America,mainland,other,,,,1,49.019,10.947,16,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,,
415,1888370,1938,North America,mainland,other,,,,2,35.693,8.257,16,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,,
416,1888370,1938,North America,mainland,other,,,,3,36.206,9.354,16,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,,
417,2088618,1953,North America,mainland,other,,,,1,20.586,6.69,12,Mexico,Oaxaca,Oaxaca: 5 mi. NW of Totalapan.,16.675318,-96.314146,21.2513,Smithsonian,6-Jul-53,Collector unknown,E-40,,
418,2088618,1953,North America,mainland,other,,,,2,25.22,6.98,14,Mexico,Oaxaca,Oaxaca: 5 mi. NW of Totalapan.,16.675318,-96.314146,21.2513,Smithsonian,6-Jul-53,Collector unknown,E-40,,
419,2298259,1959,North America,mainland,other,,,,1,23.785,7.054,14,Mexico,Oaxaca,Oaxaca: Grazed areas 2-4 km. east of Tehuantepec on the road to Oaxaca (Route 190).,16.324872,-95.237409,21.2513,Smithsonian,1-Jul-59,"King, R. M.; Feddema, C.",1189,,
420,2298286,1959,North America,mainland,other,,,,1,16.868,6.724,12,Mexico,Oaxaca,Oaxaca: Flat grazed areas 4 km. north-northeast of Tehuantepec along the Trans-Isthmian highway (Routes 185 & 190).,16.360999,-95.184719,21.2513,Smithsonian,5-Jul-59,"King, R. M.; Feddema, C.",1351,,1 leaf down the flower
421,2298324,1959,North America,mainland,other,,,,1,17.972,11.449,14,Mexico,Oaxaca,"Oaxaca: Flat grazed areas 4-5 km. east of Juchitán, along the Pan-American highway (Routes 185 & 190).",16.301905,-95.073845,21.2513,Smithsonian,12-Jul-59,"King, R. M.; Feddema, C.",1590,,
422,2397391,1958,North America,mainland,other,,,,1,50.063,15.885,14,Mexico,Oaxaca,"Oaxaca: Along highway to Tehuantepec (route 185), 8 kilometers north of Salina Cruz.",16.260055,-95.221395,21.2513,Smithsonian,28-Jun-58,"King, R. M.; Feddema, C.",225,,
423,2449950,1964,North America,mainland,other,,,,1,23.953,8.155,12,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueológica, Estado Oaxaca.",16.915006,-96.30113,21.2513,Smithsonian,1-Dec-64,"Rzedowski, J.",19232,,
424,2449950,1964,North America,mainland,other,,,,2,23.199,8.215,12,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueológica, Estado Oaxaca.",16.915006,-96.30113,21.2513,Smithsonian,1-Dec-64,"Rzedowski, J.",19232,,
425,2449950,1964,North America,mainland,other,,,,3,18.971,6.488,12,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueológica, Estado Oaxaca.",16.915006,-96.30113,21.2513,Smithsonian,1-Dec-64,"Rzedowski, J.",19232,,"middle leaflets all folded, the expanded leaf nearest to the middle selected"
426,2513549,1965,North America,mainland,other,,,,1,36.746,13.185,12,Mexico,Oaxaca,Oaxaca: 3 miles SW of Tehuantepec.,16.275993,-95.266838,21.2513,Smithsonian,19-Jul-65,"Lathrop, E. W.",5922,,
427,2641471,1963,North America,mainland,other,,,,1,39.285,10.809,14,Mexico,Veracruz Llave,Veracruz: Veracruz.,19.184762,-96.157949,21.2513,Smithsonian,15-Dec-63,"McKee, H. S.",11055,,
428,2641471,1963,North America,mainland,other,,,,2,43.445,11.213,16,Mexico,Veracruz Llave,Veracruz: Veracruz.,19.184762,-96.157949,21.2513,Smithsonian,15-Dec-63,"McKee, H. S.",11055,,1 leaf down the flower
429,2791193,1965,North America,mainland,other,,,,1,29.061,9.084,12,Mexico,Colima,Estado de Colima: Entre Colima y Armería.,19.108918,-103.8604,21.2513,Smithsonian,17-Dec-65,"Delgadillo-m., C.",25,,
430,2791193,1965,North America,mainland,other,,,,2,45.016,11.758,14,Mexico,Colima,Estado de Colima: Entre Colima y Armería.,19.108918,-103.8604,21.2513,Smithsonian,17-Dec-65,"Delgadillo-m., C.",25,,
431,2798512,1966,North America,mainland,other,,,,1,13.848,4.599,12,Mexico,Oaxaca,"Oaxaca: Valley of Oaxaca, N of Tlacalula & S of Tule (Mitla vicinity).",16.916685,-96.302626,21.2513,Smithsonian,2-Feb-66,"Ernst, W. R.",2422,,
432,2798512,1966,North America,mainland,other,,,,2,11.616,4.841,12,Mexico,Oaxaca,"Oaxaca: Valley of Oaxaca, N of Tlacalula & S of Tule (Mitla vicinity).",16.916685,-96.302626,21.2513,Smithsonian,2-Feb-66,"Ernst, W. R.",2422,,
433,2798512,1966,North America,mainland,other,,,,3,12.12,4.467,12,Mexico,Oaxaca,"Oaxaca: Valley of Oaxaca, N of Tlacalula & S of Tule (Mitla vicinity).",16.916685,-96.302626,21.2513,Smithsonian,2-Feb-66,"Ernst, W. R.",2422,,
434,2798513,1966,North America,mainland,other,,,,1,20.814,9.717,10,Mexico,Oaxaca,Oaxaca: pass on road to Totolapan.,15.866645,-97.004465,21.2513,Smithsonian,27-Jul-66,"Schoenwetter, J.",JSOX-124,,
435,2798513,1966,North America,mainland,other,,,,2,16.932,7.388,12,Mexico,Oaxaca,Oaxaca: pass on road to Totolapan.,15.866645,-97.004465,21.2513,Smithsonian,27-Jul-66,"Schoenwetter, J.",JSOX-124,,1 leaf down the flower
436,2798513,1966,North America,mainland,other,,,,3,21.798,8.913,12,Mexico,Oaxaca,Oaxaca: pass on road to Totolapan.,15.866645,-97.004465,21.2513,Smithsonian,27-Jul-66,"Schoenwetter, J.",JSOX-124,,
437,2840867,1937,North America,mainland,other,,,,1,17.735,6.079,14,Mexico,Oaxaca,"State of Oaxaca: Floodplain of the Río Atoyac, near Oaxaca.",17.056221,-96.736363,21.2513,Smithsonian,9 Feb 1937 to 11 Feb 1937,"Camp, W. H.",2573,,
438,2840867,1937,North America,mainland,other,,,,2,13.008,6.197,12,Mexico,Oaxaca,"State of Oaxaca: Floodplain of the Río Atoyac, near Oaxaca.",17.056221,-96.736363,21.2513,Smithsonian,9 Feb 1937 to 11 Feb 1937,"Camp, W. H.",2573,,
439,2840867,1937,North America,mainland,other,,,,3,7.501,3.003,12,Mexico,Oaxaca,"State of Oaxaca: Floodplain of the Río Atoyac, near Oaxaca.",17.056221,-96.736363,21.2513,Smithsonian,9 Feb 1937 to 11 Feb 1937,"Camp, W. H.",2573,,
440,3149495,1966,North America,mainland,other,,,,1,16.215,6.272,12,Mexico,Oaxaca,On road 190 1 mile north of Oaxaca (540 k) hillside near radio tower.,17.248501,-96.755849,21.2513,Smithsonian,20-Jun-66,"Windler, D. R.; Snider, J.",967,,
441,3441151,1987,North America,island,other,Socorro I.,,,1,44.781,16.518,12,Mexico,Colima,"Base Naval, Isla Socorro.",18.796649,-110.975734,21.2513,Smithsonian,13-Aug-87,"Campos V., A.; Toriz A., G.",642,,
442,3441151,1987,North America,island,other,Socorro I.,,,2,40.992,12.67,12,Mexico,Colima,"Base Naval, Isla Socorro.",18.796649,-110.975734,21.2513,Smithsonian,13-Aug-87,"Campos V., A.; Toriz A., G.",642,,
443,3441151,1987,North America,island,other,Socorro I.,,,3,26.315,8.809,13,Mexico,Colima,"Base Naval, Isla Socorro.",18.796649,-110.975734,21.2513,Smithsonian,13-Aug-87,"Campos V., A.; Toriz A., G.",642,,
444,3576028,1949,North America,mainland,other,,,,1,24.121,8.514,10,Mexico,Jalisco,Southwestern Jalisco. Slopes about 8 miles south of Autlán toward La Resolana.,19.696061,-104.42191,21.2513,Smithsonian,10-Jul-49,"Wilbur, R. L.; Wilbur, C. R.",1642,,
445,3576028,1949,North America,mainland,other,,,,2,29.721,9.995,11,Mexico,Jalisco,Southwestern Jalisco. Slopes about 8 miles south of Autlán toward La Resolana.,19.696061,-104.42191,21.2513,Smithsonian,10-Jul-49,"Wilbur, R. L.; Wilbur, C. R.",1642,,1 leaf down the flower
446,3576040,1960,North America,mainland,other,,,,1,21.152,7.682,12,Mexico,Jalisco,Roadsides 1 - 2 miles north of Autlán.,19.812152,-104.364418,21.2513,Smithsonian,5-Oct-60,"McVaugh, R.; Feddema, C.; Pippen, R. W.",19935,,
447,3576040,1960,North America,mainland,other,,,,2,25.569,7.3,14,Mexico,Jalisco,Roadsides 1 - 2 miles north of Autlán.,19.812152,-104.364418,21.2513,Smithsonian,5-Oct-60,"McVaugh, R.; Feddema, C.; Pippen, R. W.",19935,,
448,3672658,1913,North America,mainland,other,,,,1,13.637,4.374,12,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitán de Zaragoza, La Ventosa. A 10m. De la Carretera Panamericana, sobre el canal de desagüe de aguas negras.",16.386252,-95.12407,21.2513,Smithsonian,23-Nov-13,"Sánchez L., F.",296,,1 leaf down the flower
449,3677863,1914,North America,mainland,other,,,,1,28.836,7.724,12,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitán de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,12.1463,Smithsonian,28-Mar-14,"Sánchez L., F.; Trujillo V., P.",667,,
450,3677863,1914,North America,mainland,other,,,,2,40.835,11.066,14,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitán de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,12.1463,Smithsonian,28-Mar-14,"Sánchez L., F.; Trujillo V., P.",667,,
451,3677863,1914,North America,mainland,other,,,,3,34.295,10.344,14,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitán de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,12.1463,Smithsonian,28-Mar-14,"Sánchez L., F.; Trujillo V., P.",667,,1 leaf down the flower
452,3723804,2007,North America,mainland,other,,,,1,20.795,6.003,14,Mexico,Sonora,"Rancho El Seri, 5.8 km south of Rancho Carrizo (16.9 km west of Mex 15 at 20.5 km south of Benjamín Hill). Plains of Sonora. Municipio de Benjamín Hill.",30.014053,-111.234998,21.2513,Smithsonian,8-Aug-07,"Reina G., A. L.; Devender, T. R. Van",2007-694,,
453,3723804,2007,North America,mainland,other,,,,2,21.095,6.698,13,Mexico,Sonora,"Rancho El Seri, 5.8 km south of Rancho Carrizo (16.9 km west of Mex 15 at 20.5 km south of Benjamín Hill). Plains of Sonora. Municipio de Benjamín Hill.",30.014053,-111.234998,21.2513,Smithsonian,8-Aug-07,"Reina G., A. L.; Devender, T. R. Van",2007-694,,
454,3730141,1970,North America,mainland,other,,,,1,28.937,8.778,14,Mexico,Veracruz Llave,alrededores de Boca del Rio.,19.106849,-96.107759,12.6328,Smithsonian,10-Feb-70,"Hernández M., R.",651,,
455,3730141,1970,North America,mainland,other,,,,2,23.621,7.869,12,Mexico,Veracruz Llave,alrededores de Boca del Rio.,19.106849,-96.107759,12.6328,Smithsonian,10-Feb-70,"Hernández M., R.",651,,
456,09.08.55 7,1985,North America,mainland,other,,,,1,27.329,11.053,11,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,HUH,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying ",2732,Coordinates for Autlan de Navarro ,
457,09.08.55 7,1985,North America,mainland,other,,,,2,36.785,10.57,14,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,HUH,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying ",2732,Coordinates for Autlan de Navarro ,
458,09.08.55 7,1985,North America,mainland,other,,,,3,25.145,9.645,11,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,HUH,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying ",2732,Coordinates for Autlan de Navarro ,
459,09.10.04 20,1884,North America,mainland,other,,,,1,25.532,5.097,14,Mexico,Sonora,sandy plains near boundary,NA,NA,18.2489,HUH,28-Aug,C.G Pringle,42,,leaf at first node
460,09.10.04 20,1884,North America,mainland,other,,,,2,15.565,5.203,12,Mexico,Sonora,sandy plains near boundary,NA,NA,18.2489,HUH,28-Aug,C.G Pringle,42,,
461,09.10.04 20,1884,North America,mainland,other,,,,3,21.8,4.989,14,Mexico,Sonora,sandy plains near boundary,NA,NA,18.2489,HUH,28-Aug,C.G Pringle,42,,
462,09.15.00 64,1874,North America,mainland,other,,,,1,27.891,7.187,14,Mexico,Yucatan,Calotmul ,21.0213646,-88.1784854,18.2528,HUH,,G.F Gaumer,,,
463,09.16.04 77,1903,North America,island,other,Revillagigedo Archipelago,,,1,36.036,8.815,16,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,HUH,27-May,F.E Barkelew,200,,leaf at first node- no leaf at second node (stem ends)
464,09.16.04 77,1903,North America,island,other,Revillagigedo Archipelago,,,2,30.147,8.226,14,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,HUH,27-May,F.E Barkelew,200,,
465,987860,1918,North America,mainland,other,,,,1,38.196,10.272,14,Paraguay,Guaira,"Maiquetia, near La Guaira.",-25.819929,-56.311989,21.2513,Smithsonian,19-Mar-18,"Pittier, H. F.",7762,,
466,405846,1901,North America,island,other,Puerto Rico,,,1,34.867,9.855,12,Puerto Rico,,San Juan,18.380064,-66.059796,21.2551,Smithsonian,19-Jul-01,"Underwood, L. M.; Griggs, R. F.",911,,
467,1110164,1906,North America,island,other,Puerto Rico,,,1,33.659,9.204,16,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,Smithsonian,3-Apr-06,"Raunkier, C.",1188,,
468,1110164,1906,North America,island,other,Puerto Rico,,,2,37.422,10.872,14,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,Smithsonian,3-Apr-06,"Raunkier, C.",1188,,
469,1110164,1906,North America,island,other,Puerto Rico,,,3,37.714,9.738,16,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,Smithsonian,3-Apr-06,"Raunkier, C.",1188,,1 leaf down the flower
