ID,flower.no,petal_length,mainland_island,island_group,galapagos_island,galapagos_Other,finch_beak,year_collected,continent,country,province.state,location,latitude,longitude,scale,Herbarium,collection.date,collector,collection.no,Coordinate.notes,Measurer_note
1380048,2,9.505,mainland,,,,,1895,North America,Mexico,Oaxaca,"Oaxaca, Tecomavaca.",17.954344,-97.02143,21.2513,Smithsonian,15 Nov 1895,"Seler, C.; Seler, E. G.",1345,,NA
1569603,1,22.448,island,Clarion I.,,no,,1925,North America,Mexico,Colima,Clarion Island.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Mason, H. L.",1554,,NA
1685059,1,15.73,mainland,,,,,1930,North America,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,,NA
1685059,2,12.699,mainland,,,,,1930,North America,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,,NA
1686281,1,13.792,mainland,,,,,1935,North America,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,,NA
1686281,2,15.919,mainland,,,,,1935,North America,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,,NA
1686281,3,16.138,mainland,,,,,1935,North America,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,,NA
1689340,1,18.285,mainland,,,,,1936,North America,Mexico,Oaxaca,"Ixtepec, Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,25-Jul-36,"Matuda, E.",7,,NA
1747286,1,20.489,mainland,,,,,1934,North America,Mexico,Sonora,"2.5 mi. S of Llano, Sonora.",30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Wiggins, I. L.",7216,,NA
1748225,1,19.217,mainland,,,,,1938,North America,Mexico,Morelos,Xochiltepec (Morelos).,18.799873,-99.233239,21.2513,Smithsonian,Jul-38,"Lyonnet, Bro. E.",2166,,NA
1748977,1,20.755,mainland,,,,,1934,North America,Mexico,Sonora,South of Estacion Llano.,30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Shreve, F.",6664,,NA
1748977,2,16.53,mainland,,,,,1934,North America,Mexico,Sonora,South of Estacion Llano.,30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Shreve, F.",6664,,NA
1844852,1,18.615,mainland,,,,,1934,North America,Mexico,Guerrero,"Pungarabato, District of Coyuca, Guerrero.",18.331756,-100.690951,21.2513,Smithsonian,12-Jan-34,"Hinton, G. B.; et al.",5458,,NA
1888370,1,27.918,mainland,,,,,1938,North America,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,,NA
1888370,2,22.648,mainland,,,,,1938,North America,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,,NA
1888370,3,22.473,mainland,,,,,1938,North America,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,,NA
2088618,1,19.884,mainland,,,,,1953,North America,Mexico,Oaxaca,Oaxaca: 5 mi. NW of Totalapan.,16.675318,-96.314146,21.2513,Smithsonian,6-Jul-53,Collector unknown,E-40,,NA
2088618,2,20.193,mainland,,,,,1953,North America,Mexico,Oaxaca,Oaxaca: 5 mi. NW of Totalapan.,16.675318,-96.314146,21.2513,Smithsonian,6-Jul-53,Collector unknown,E-40,,NA
2298259,1,15.499,mainland,,,,,1959,North America,Mexico,Oaxaca,Oaxaca: Grazed areas 2-4 km. east of Tehuantepec on the road to Oaxaca (Route 190).,16.324872,-95.237409,21.2513,Smithsonian,1-Jul-59,"King, R. M.; Feddema, C.",1189,,NA
2298259,2,13.743,mainland,,,,,1959,North America,Mexico,Oaxaca,Oaxaca: Grazed areas 2-4 km. east of Tehuantepec on the road to Oaxaca (Route 190).,16.324872,-95.237409,21.2513,Smithsonian,1-Jul-59,"King, R. M.; Feddema, C.",1189,,NA
2298324,1,17.972,mainland,,,,,1959,North America,Mexico,Oaxaca,"Oaxaca: Flat grazed areas 4-5 km. east of Juchitan, along the Pan-American highway (Routes 185 & 190).",16.301905,-95.073845,21.2513,Smithsonian,12-Jul-59,"King, R. M.; Feddema, C.",1590,,NA
2397391,1,20.009,mainland,,,,,1958,North America,Mexico,Oaxaca,"Oaxaca: Along highway to Tehuantepec (route 185), 8 kilometers north of Salina Cruz.",16.260055,-95.221395,21.2513,Smithsonian,28-Jun-58,"King, R. M.; Feddema, C.",225,,NA
2449950,1,10.368,mainland,,,,,1964,North America,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueologica, Estado Oaxaca.",16.915006,-96.30113,21.2513,Smithsonian,1-Dec-64,"Rzedowski, J.",19232,,NA
2449950,2,13.163,mainland,,,,,1964,North America,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueologica, Estado Oaxaca.",16.915006,-96.30113,21.2513,Smithsonian,1-Dec-64,"Rzedowski, J.",19232,,NA
2449950,3,13.43,mainland,,,,,1964,North America,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueologica, Estado Oaxaca.",16.915006,-96.30113,21.2513,Smithsonian,1-Dec-64,"Rzedowski, J.",19232,,NA
2513549,1,20.442,mainland,,,,,1965,North America,Mexico,Oaxaca,Oaxaca: 3 miles SW of Tehuantepec.,16.275993,-95.266838,21.2513,Smithsonian,19-Jul-65,"Lathrop, E. W.",5922,,NA
2513549,2,20.814,mainland,,,,,1965,North America,Mexico,Oaxaca,Oaxaca: 3 miles SW of Tehuantepec.,16.275993,-95.266838,21.2513,Smithsonian,19-Jul-65,"Lathrop, E. W.",5922,,NA
2641471,1,17.968,mainland,,,,,1963,North America,Mexico,Veracruz Llave,Veracruz: Veracruz.,19.184762,-96.157949,21.2513,Smithsonian,15-Dec-63,"McKee, H. S.",11055,,NA
2641471,2,18.917,mainland,,,,,1963,North America,Mexico,Veracruz Llave,Veracruz: Veracruz.,19.184762,-96.157949,21.2513,Smithsonian,15-Dec-63,"McKee, H. S.",11055,,NA
2791193,1,20.029,mainland,,,,,1965,North America,Mexico,Colima,Estado de Colima: Entre Colima y Armeria.,19.108918,-103.8604,21.2513,Smithsonian,17-Dec-65,"Delgadillo-m., C.",25,,NA
2791193,2,15.521,mainland,,,,,1965,North America,Mexico,Colima,Estado de Colima: Entre Colima y Armeria.,19.108918,-103.8604,21.2513,Smithsonian,17-Dec-65,"Delgadillo-m., C.",25,,NA
2798512,1,13.01,mainland,,,,,1966,North America,Mexico,Oaxaca,"Oaxaca: Valley of Oaxaca, N of Tlacalula & S of Tule (Mitla vicinity).",16.916685,-96.302626,21.2513,Smithsonian,2-Feb-66,"Ernst, W. R.",2422,,NA
2798512,2,12.796,mainland,,,,,1966,North America,Mexico,Oaxaca,"Oaxaca: Valley of Oaxaca, N of Tlacalula & S of Tule (Mitla vicinity).",16.916685,-96.302626,21.2513,Smithsonian,2-Feb-66,"Ernst, W. R.",2422,,NA
2798513,1,21.536,mainland,,,,,1966,North America,Mexico,Oaxaca,Oaxaca: pass on road to Totolapan.,15.866645,-97.004465,21.2513,Smithsonian,27-Jul-66,"Schoenwetter, J.",JSOX-124,,NA
2798513,2,17.706,mainland,,,,,1966,North America,Mexico,Oaxaca,Oaxaca: pass on road to Totolapan.,15.866645,-97.004465,21.2513,Smithsonian,27-Jul-66,"Schoenwetter, J.",JSOX-124,,NA
2840867,1,15.589,mainland,,,,,1937,North America,Mexico,Oaxaca,"State of Oaxaca: Floodplain of the Rio Atoyac, near Oaxaca.",17.056221,-96.736363,21.2513,Smithsonian,9 Feb 1937 to 11 Feb 1937,"Camp, W. H.",2573,,NA
2840867,2,14.067,mainland,,,,,1937,North America,Mexico,Oaxaca,"State of Oaxaca: Floodplain of the Rio Atoyac, near Oaxaca.",17.056221,-96.736363,21.2513,Smithsonian,9 Feb 1937 to 11 Feb 1937,"Camp, W. H.",2573,,NA
2840867,3,11.24,mainland,,,,,1937,North America,Mexico,Oaxaca,"State of Oaxaca: Floodplain of the Rio Atoyac, near Oaxaca.",17.056221,-96.736363,21.2513,Smithsonian,9 Feb 1937 to 11 Feb 1937,"Camp, W. H.",2573,,NA
3149495,1,14.001,mainland,,,,,1966,North America,Mexico,Oaxaca,On road 190 1 mile north of Oaxaca (540 k) hillside near radio tower.,17.248501,-96.755849,21.2513,Smithsonian,20-Jun-66,"Windler, D. R.; Snider, J.",967,,NA
3441151,1,24.546,island,Socorro I.,,no,,1987,North America,Mexico,Colima,"Base Naval, Isla Socorro.",18.796649,-110.975734,21.2513,Smithsonian,13-Aug-87,"Campos V., A.; Toriz A., G.",642,,NA
3441151,2,22.509,island,Socorro I.,,no,,1987,North America,Mexico,Colima,"Base Naval, Isla Socorro.",18.796649,-110.975734,21.2513,Smithsonian,13-Aug-87,"Campos V., A.; Toriz A., G.",642,,NA
3576028,1,14.954,mainland,,,,,1949,North America,Mexico,Jalisco,Southwestern Jalisco. Slopes about 8 miles south of Autlan toward La Resolana.,19.696061,-104.42191,21.2513,Smithsonian,10-Jul-49,"Wilbur, R. L.; Wilbur, C. R.",1642,,NA
3576028,2,18.277,mainland,,,,,1949,North America,Mexico,Jalisco,Southwestern Jalisco. Slopes about 8 miles south of Autlan toward La Resolana.,19.696061,-104.42191,21.2513,Smithsonian,10-Jul-49,"Wilbur, R. L.; Wilbur, C. R.",1642,,NA
3576040,1,20.787,mainland,,,,,1960,North America,Mexico,Jalisco,Roadsides 1 - 2 miles north of Autlan.,19.812152,-104.364418,21.2513,Smithsonian,5-Oct-60,"McVaugh, R.; Feddema, C.; Pippen, R. W.",19935,,NA
3576040,2,19.408,mainland,,,,,1960,North America,Mexico,Jalisco,Roadsides 1 - 2 miles north of Autlan.,19.812152,-104.364418,21.2513,Smithsonian,5-Oct-60,"McVaugh, R.; Feddema, C.; Pippen, R. W.",19935,,NA
3672658,1,15.813,mainland,,,,,1913,North America,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitan de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,21.2513,Smithsonian,23-Nov-13,"Sánchez L., F.",296,,NA
3677863,1,17.297,mainland,,,,,1914,North America,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitan de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,12.1463,Smithsonian,28-Mar-14,"Sánchez L., F.; Trujillo V., P.",667,,NA
3677863,2,23.003,mainland,,,,,1914,North America,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitan de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,12.1463,Smithsonian,28-Mar-14,"Sánchez L., F.; Trujillo V., P.",667,,NA
3677863,3,15.597,mainland,,,,,1914,North America,Mexico,Oaxaca,"Itsmo de Tehuantepec, Juchitan de Zaragoza, La Ventosa. Junto a la Carretera Panamericana, a 200 m. de la parada la llanta.",16.386252,-95.12407,12.1463,Smithsonian,28-Mar-14,"Sánchez L., F.; Trujillo V., P.",667,,NA
3723804,1,21.213,mainland,,,,,2007,North America,Mexico,Sonora,"Rancho El Seri, 5.8 km south of Rancho Carrizo (16.9 km west of Mex 15 at 20.5 km south of Benjamín Hill). Plains of Sonora. Municipio de Benjamín Hill.",30.014053,-111.234998,21.2513,Smithsonian,8-Aug-07,"Reina G., A. L.; Devender, T. R. Van",2007-694,,NA
3723804,2,19.034,mainland,,,,,2007,North America,Mexico,Sonora,"Rancho El Seri, 5.8 km south of Rancho Carrizo (16.9 km west of Mex 15 at 20.5 km south of Benjamín Hill). Plains of Sonora. Municipio de Benjamín Hill.",30.014053,-111.234998,21.2513,Smithsonian,8-Aug-07,"Reina G., A. L.; Devender, T. R. Van",2007-694,,NA
3730141,1,11.737,mainland,,,,,1970,North America,Mexico,Veracruz Llave,alrededores de Boca del Rio.,19.106849,-96.107759,12.6328,Smithsonian,10-Feb-70,"Hernández M., R.",651,,NA
3730141,2,16.24,mainland,,,,,1970,North America,Mexico,Veracruz Llave,alrededores de Boca del Rio.,19.106849,-96.107759,12.6328,Smithsonian,10-Feb-70,"Hernández M., R.",651,,NA
09.08.55 7,1,18.268,mainland,,,,,1985,North America,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,HUH,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying ",2732,Coordinates for Autlan de Navarro ,
09.08.55 7,2,17.716,mainland,,,,,1985,North America,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,HUH,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying ",2732,Coordinates for Autlan de Navarro ,
09.08.55 7,3,13.654,mainland,,,,,1985,North America,Mexico,Jalisco,22km N of Autlan de Navarro on Highway 80. Deciduous forest on steep rocky hillsides,19.7681062,-104.3574772,18.2438,HUH,7-Oct,"B. Bartholomew, L.R Landrum, H.W Li, T.S Ying ",2732,Coordinates for Autlan de Navarro ,
09.10.04 20,1,20.759,mainland,,,,,1884,North America,Mexico,Sonora,sandy plains near boundary,NA,NA,18.2489,HUH,28-Aug,C.G Pringle,42,,
09.10.04 20,2,16.005,mainland,,,,,1884,North America,Mexico,Sonora,sandy plains near boundary,NA,NA,18.2489,HUH,28-Aug,C.G Pringle,42,,
09.10.04 20,3,15.355,mainland,,,,,1884,North America,Mexico,Sonora,sandy plains near boundary,NA,NA,18.2489,HUH,28-Aug,C.G Pringle,42,,
09.16.04 77,1,21.087,island,Revillagigedo Archipelago,,no,,1903,North America,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,HUH,27-May,F.E Barkelew,200,,
09.16.04 77,2,17.097,island,Revillagigedo Archipelago,,no,,1903,North America,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,HUH,27-May,F.E Barkelew,200,,
09.16.04 77,3,16.272,island,Revillagigedo Archipelago,,no,,1903,North America,Mexico,Colima,Socorra Island,18.7928152,-110.9815097,18.2528,HUH,27-May,F.E Barkelew,200,,no measurable associated leaf
405846,1,25.229,island,Puerto Rico,,no,,1901,North America,Puerto Rico,,San Juan,18.380064,-66.059796,21.2518,Smithsonian,19-Jul-01,"Underwood, L. M.; Griggs, R. F.",911,,NA
1110164,1,18.926,island,Puerto Rico,,no,,1906,North America,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,Smithsonian,3-Apr-06,"Raunkier, C.",1188,,NA
1110164,2,20.917,island,Puerto Rico,,no,,1906,North America,Puerto Rico,San Juan,St. Juan.,18.380064,-66.059796,21.2513,Smithsonian,3-Apr-06,"Raunkier, C.",1188,,NA
1475682,1,13.029,island,Puerto Rico,,no,,1914,North America,Puerto Rico,,San Juan,18.380064,-66.059796,21.2513,Smithsonian,3-Dec-14,"Stevenson, J. A.",2392,,NA
1475682,2,23.021,island,Puerto Rico,,no,,1914,North America,Puerto Rico,,San Juan,18.380064,-66.059796,21.2513,Smithsonian,3-Dec-14,"Stevenson, J. A.",2392,,NA
3191576,1,19.142,island,Mona I.,,no,,1991,North America,Puerto Rico,,Isla de Mona; Playa Sardinera; area circundante al museo.,18.08694,-67.893948,21.2513,Smithsonian,27-May-91,"Acevedo-Rodríguez, P.; Siaca, A.",4316,,NA
9379,1,22.486,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1911,North America,Turks and Caicos Islands (Lucayan Archipelago),,,21.4680118,-71.1398262,18.2528,HUH,20-Feb,"C.F Millspaugh, C.M Millspaugh",9379,No specific location,
9379,2,20.581,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1911,North America,Turks and Caicos Islands (Lucayan Archipelago),,,21.4680118,-71.1398262,18.2528,HUH,20-Feb,"C.F Millspaugh, C.M Millspaugh",9379,No specific location,
11793,1,21.406,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1973,North America,Turks and Caicos Islands (Lucayan Archipelago),,Northern tip of island near lighthouse,21.5118515,-71.1329985,18.2528,HUH,22-Feb,William T. Gillis,11793,Coordinates for lighthouse,
11793,2,17.753,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1973,North America,Turks and Caicos Islands (Lucayan Archipelago),,Northern tip of island near lighthouse,21.5118515,-71.1329985,18.2528,HUH,22-Feb,William T. Gillis,11793,Coordinates for lighthouse,no measurable associated leaf where I can obtain more than 1 measurement
11861,1,15.384,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1973,North America,Turks and Caicos Islands (Lucayan Archipelago),,"Weedy site, vicinity of Turks Head Inne.",21.4631534,-71.1464045,18.2528,HUH,26-Feb,William T. Gillis,11861,Coordinates for hotel ,
11861,2,15.714,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1973,North America,Turks and Caicos Islands (Lucayan Archipelago),,"Weedy site, vicinity of Turks Head Inne.",21.4631534,-71.1464045,18.2528,HUH,26-Feb,William T. Gillis,11861,Coordinates for hotel ,
12273,1,23.447,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1974,North America,Turks and Caicos Islands (Lucayan Archipelago),,Old field in village,21.4680118,-71.1398262,18.2528,HUH,12-Jun,"William T. Gillis, G.R Proctor",,Coordinates for Grand Turk Island,
12273,2,23.483,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1974,North America,Turks and Caicos Islands (Lucayan Archipelago),,Old field in village,21.4680118,-71.1398262,18.2528,HUH,12-Jun,"William T. Gillis, G.R Proctor",,Coordinates for Grand Turk Island,
12273,3,19.79,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1974,North America,Turks and Caicos Islands (Lucayan Archipelago),,Old field in village,21.4680118,-71.1398262,18.2528,HUH,12-Jun,"William T. Gillis, G.R Proctor",,Coordinates for Grand Turk Island,
09.18.39 103,1,20.682,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1974,North America,Turks and Caicos Islands (Lucayan Archipelago),,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,HUH,31-Aug,D.S Correll,43355,,
09.18.39 103,2,20.908,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1974,North America,Turks and Caicos Islands (Lucayan Archipelago),,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,HUH,31-Aug,D.S Correll,43355,,
09.18.39 103,3,22.852,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1974,North America,Turks and Caicos Islands (Lucayan Archipelago),,"In cleared land on coastal ridge, North Caicos, Bottle Creek Community",21.888301,-71.9221687,18.2528,HUH,31-Aug,D.S Correll,43355,,
09.19.56 116,1,19.384,island,Turks and Caicos Islands (Lucayan Archipelago),,no,,1954,North America,Turks and Caicos Islands (Lucayan Archipelago),,"Between Comissioner's house and airfield, Grand Turk Island",21.4680118,-71.1398262,18.2528,HUH,22-Apr,C.B Lewis,,"Coordinates for Grand Turk Island, could not find specified location",only flower
2685423,1,16.131,island,St. Croix Island,,no,,1969,North America,U.S. Virgin Islands,,Grape Tree Bay,17.74602,-64.592507,21.2513,Smithsonian,21-Jul-69,"Fosberg, F. R.",51388,,NA
2685423,2,17.803,island,St. Croix Island,,no,,1969,North America,U.S. Virgin Islands,,Grape Tree Bay,17.74602,-64.592507,21.2513,Smithsonian,21-Jul-69,"Fosberg, F. R.",51388,,NA
3246309,1,18.386,island,St. Croix Island,,no,,1993,North America,U.S. Virgin Islands,,St. George Botanic Garden.,17.715396,-64.830573,21.2513,Smithsonian,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,,NA
3246309,2,18.75,island,St. Croix Island,,no,,1993,North America,U.S. Virgin Islands,,St. George Botanic Garden.,17.715396,-64.830573,21.2513,Smithsonian,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,,NA
3246309,3,18.879,island,St. Croix Island,,no,,1993,North America,U.S. Virgin Islands,,St. George Botanic Garden.,17.715396,-64.830573,21.2513,Smithsonian,1-Mar-93,"Acevedo-Rodríguez, P.; Siaca, A.",5424,,NA
3557577,1,19.32,island,St. Thomas I.,,no,,1981,North America,U.S. Virgin Islands,,Estate Pearl,18.358232,-65.011702,21.2513,Smithsonian,23-Jan-81,"Fosberg, F. R.",60841,,NA
3557577,2,18.439,island,St. Thomas I.,,no,,1981,North America,U.S. Virgin Islands,,Estate Pearl,18.358232,-65.011702,21.2513,Smithsonian,23-Jan-81,"Fosberg, F. R.",60841,,NA
3557577,3,17.866,island,St. Thomas I.,,no,,1981,North America,U.S. Virgin Islands,,Estate Pearl,18.358232,-65.011702,21.2513,Smithsonian,23-Jan-81,"Fosberg, F. R.",60841,,NA
138,1,22.488,island,Hawaiian Islands ,,no,,1865,North America,United States,Hawaii,Hawaiian Islands (Sandwich Islands),NA,NA,18.2528,HUH,,Dr. Hillebrand ,138,,
415,1,18.518,island,Florida Keys,,no,,NA,North America,United States,Florida,Coral soil around buildings on Indian Key. S Florida,25.8070466,-81.4653594,18.2528,HUH,May,A.H Curtiss,415,,
415,2,17.862,island,Florida Keys,,no,,NA,North America,United States,Florida,Coral soil around buildings on Indian Key. S Florida,25.8070466,-81.4653594,18.2528,HUH,May,A.H Curtiss,415,,
415,3,19.613,island,Florida Keys,,no,,NA,North America,United States,Florida,Coral soil around buildings on Indian Key. S Florida,25.8070466,-81.4653594,18.2528,HUH,May,A.H Curtiss,415,,
468,1,16.315,island,Virgin Islands,,no,,1896,North America,United States,,"Cotton grove field, St. Croix",17.729352,-64.7343705,18.2528,HUH,10-Jul,Alfred E. Ricksecker,468,,
468,2,13.836,island,Virgin Islands,,no,,1896,North America,United States,,"Cotton grove field, St. Croix",17.729352,-64.7343705,18.2528,HUH,10-Jul,Alfred E. Ricksecker,468,,
627,1,25.079,island,Hawaiian Islands ,,no,,1851,North America,United States,Hawaii,Hawaiian Islands (Sandwich Islands),NA,NA,18.2528,HUH,,M.J Remy,,,
697,1,17.948,island,Virgin Islands,,no,,1965,North America,United States,,"Tortola Island, plentiful in low sandy location ",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,,
697,2,17.603,island,Virgin Islands,,no,,1965,North America,United States,,"Tortola Island, plentiful in low sandy location ",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,,
697,3,14.406,island,Virgin Islands,,no,,1965,North America,United States,,"Tortola Island, plentiful in low sandy location ",18.4210637,-64.6353173,18.2528,HUH,20-Nov,W.G Darcy,697,,
1522,1,15.669,mainland,,,,,1902,North America,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,,
1522,2,14.963,mainland,,,,,1902,North America,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,,segmented petal/flower but can estimate where was attached
1522,3,12.46,mainland,,,,,1902,North America,United States,Georgia,"Glynn coutnry, Brunswick",31.153524,-81.46549,18.2528,HUH,15-Aug,Roland M. Harper,1522,,
3900,1,19.109,mainland,,,,,1990,North America,United States,Florida,Campus of the University of Florida at Coral Gables. Area adjacent to US 1 at NE edge of campus,25.752635,-80.2550515,18.2528,HUH,22-May,Charles N. Horn,,,
3900,2,19.329,mainland,,,,,1990,North America,United States,Florida,Campus of the University of Florida at Coral Gables. Area adjacent to US 1 at NE edge of campus,25.752635,-80.2550515,18.2528,HUH,22-May,Charles N. Horn,,,
4716,1,18.232,island,Florida Keys ,,no,,NA,North America,United States,Florida,"Cultivated at Apalachicola, but seeds from Jewfish Key",27.4417066,-82.679266,18.2528,HUH,,,4716,Coordinates for Jewfish Key,
4716,2,20.704,island,Florida Keys ,,no,,NA,North America,United States,Florida,"Cultivated at Apalachicola, but seeds from Jewfish Key",27.4417066,-82.679266,18.2528,HUH,,,4716,Coordinates for Jewfish Key,
5654,1,16.119,island,Florida Keys ,,no,,1896,North America,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,9-May,A.H Curtiss,5654,,
5654,2,18.988,island,Florida Keys ,,no,,1896,North America,United States,Florida,Key West,24.564639,-81.7806281,18.2528,HUH,9-May,A.H Curtiss,5654,,
6600,1,14.524,island,,,no,,1969,North America,United States,Florida,"Under casuarina trees, Blind Pass Western Sanibel",26.4820844,-82.1813293,18.2528,HUH,28-Jan,W.C Brumbach,6600,,only flower
10414,1,20.468,island,Hawaiian Islands,,no,,1936,North America,United States,Hawaii,"Lahilahi, the Island of Oʻahu, sand dunes",NA,NA,18.2528,HUH,23-Feb,"Otto Degener, M. Tahamoto, G. Shigewca",10414,"Unclear about location, is it Mauna Lahilahi trail, or there is also Lahilahi street/place etc",only flower
14149,1,18.798,island,,,no,,1881,North America,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2434,Smithsonian,May ,"Curtiss, A. H.",215,,NA
14149,2,17.3,island,,,no,,1881,North America,United States,Florida,"Around buildings on Indian Key, S. Florida.",25.807222,-81.465354,21.2434,Smithsonian,May ,"Curtiss, A. H.",215,,NA
28603,1,18.896,mainland,,,,,1948,North America,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,,Delzie Demaree,28603,,
28603,2,16.529,mainland,,,,,1948,North America,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,,Delzie Demaree,28603,,
28603,3,19.346,mainland,,,,,1948,North America,United States,Florida,"Dry soil near the coast, Dade County",34.804268,-85.484542,18.2528,HUH,,Delzie Demaree,28603,,
44931,1,18.944,island,Florida Keys ,,no,,1955,North America,United States,Florida,Spanish Harbor Key Island Beach (beach unspecified),24.6519996,-81.307,18.2528,HUH,1-Apr,E.P Killip,44931,,only measurable flower
278336,1,13.673,island,St. Croix Island,,no,,1896,North America,United States,U.S. Virgin Islands,Cotton Grove Field,17.732293,-64.636538,21.2434,Smithsonian,10-Jul,"Ricksecker, A. E.",468,,NA
278336,2,14.045,island,St. Croix Island,,no,,1896,North America,United States,U.S. Virgin Islands,Cotton Grove Field,17.732293,-64.636538,21.2434,Smithsonian,10-Jul,"Ricksecker, A. E.",468,,NA
280665,1,18.288,island,Key west,,no,,1896,North America,United States,Florida,Southern United States. Waste places in Key West.,24.555791,-81.784124,21.2634,Smithsonian,9-May,"Curtiss, A. H.",5654,,NA
425391,1,20.016,island,St. Croix Island,,no,,1897,North America,United States,U.S. Virgin Islands,Southside,17.700478,-64.784451,21.2518,Smithsonian,28 Apr 1897,"Ricksecker, Mrs. J. J.",347,,NA
431828,1,12.307,mainland,,,,,1902,North America,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2518,Smithsonian,15-Aug-02,"Harper, R. M.",1522,,NA
431828,2,14.968,mainland,,,,,1902,North America,United States,Georgia,"Brunswick, Glynn County.",31.14937,-81.479408,21.2518,Smithsonian,15-Aug-02,"Harper, R. M.",1522,,NA
773709,1,19.374,mainland,,,,,1872,North America,United States,Florida,Pensacola.,30.449222,-87.193444,21.2426,Smithsonian,4 Jul 1872,"Mohr, C. T. (herbarium)",s.n.,,NA
