ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,flower_num,petal_length,petal_length_log,petal_length_sqr,country,province_state,location,latitude,longitude,scale,Herbarium,collection.date,collector,collection.no,Coordinate.notes,Measurer_note
313,1483,1954,North America,mainland,NA,NA,NA,NA,1,13.773,2.622710154,3.711199267,Mexico,Colima,Common in fine silt at roadside 5km W of Tecoman on Manzanillo-Colima highway. Common between here and Manzanillo a the roadside and in cultivated fields on the coastal plain.,18.9141441,-103.8775731,18.2528,HUH,13-Jan,Duncan M. Porter,1483,Coordiantes for Tecoman,NA
314,1483,1954,North America,mainland,NA,NA,NA,NA,2,12.921,2.558853895,3.594579252,Mexico,Colima,Common in fine silt at roadside 5km W of Tecoman on Manzanillo-Colima highway. Common between here and Manzanillo a the roadside and in cultivated fields on the coastal plain.,18.9141441,-103.8775731,18.2528,HUH,13-Jan,Duncan M. Porter,1483,Coordiantes for Tecoman,NA
315,1492,1964,North America,mainland,NA,NA,NA,NA,1,8.727,2.166421668,2.954149624,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,NA,Coordinates for La Paz,NA
316,1492,1964,North America,mainland,NA,NA,NA,NA,2,9.649,2.266854283,3.106283954,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,NA,Coordinates for La Paz,NA
317,1492,1964,North America,mainland,NA,NA,NA,NA,3,9.507,2.252028369,3.083342342,Mexico,Baja California Sur,"Silty sand at edge of highway, west edge of La Paz",19.0557899,-98.2262617,18.2528,HUH,18-Jan,Duncan M. Porter,NA,Coordinates for La Paz,NA
318,1554,1925,North America,island,other,The Revillagigedo Islands,NA,NA,1,14.284,2.65914003,3.779417945,Mexico,Colima,"Abundant near beach and on sea-cliffes, Clarion Island",18.3557053,-114.720332,18.2528,HUH,26-Apr,Herbert L. Mason,1554,NA,segmented from stem
319,1822,1907,North America,mainland,NA,NA,NA,NA,1,20.92,3.040705639,4.57383865,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,NA,NA
320,1822,1907,North America,mainland,NA,NA,NA,NA,2,9.609,2.262700159,3.099838705,Mexico,Oaxaca,"Location unclear, can’t read",NA,NA,18.2561,HUH,30-Jun,C. Conzatti,1822,NA,NA
321,2573,1937,North America,mainland,NA,NA,NA,NA,1,11.038,2.401343865,3.322348567,Mexico,Oaxaca,Floodplain of the Rio Atoyac,NA,NA,18.253,HUH,9-Feb,W.H Camp,2573,The location given is a river so hard to full coordinates of where?,flower folded too laterally
322,3394,1910,North America,mainland,NA,NA,NA,NA,1,21.685,3.076620777,4.656715581,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,NA,NA
323,3394,1910,North America,mainland,NA,NA,NA,NA,2,20.326,3.011900855,4.508436536,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,NA,NA
324,3394,1910,North America,mainland,NA,NA,NA,NA,3,15.106,2.715092016,3.886643796,Mexico,Veracruz,Xalapa ,19.5420496,-96.884908,18.2555,HUH,16-Feb,C.R Orcutt,3394,NA,NA
325,3676,1986,North America,mainland,NA,NA,NA,NA,1,18.653,2.926006991,4.3189119,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,NA,NA
326,3676,1986,North America,mainland,NA,NA,NA,NA,2,19.277,2.958912675,4.390558051,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,NA,NA
327,3676,1986,North America,mainland,NA,NA,NA,NA,3,20.876,3.038600174,4.569026154,Mexico,Chiapas,Acapetahua,15.2223634,-92.7789527,18.2528,HUH,20-May,E. Ventura-E.Lopez,3676,NA,NA
328,3855,1903,North America,mainland,NA,NA,NA,NA,1,15.649,2.750407017,3.955881697,Mexico,Yucatan,Mérida,20.9800656,-89.6329183,18.2528,HUH,NA,Ed. Seler,3855,NA,NA
329,7115,1934,North America,mainland,NA,NA,NA,NA,1,18.382,2.911371925,4.287423469,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,NA,flower segmented from stem- not measurable associated leaf
330,7115,1934,North America,mainland,NA,NA,NA,NA,2,20.832,3.036490266,4.564208584,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,NA,NA
331,7115,1934,North America,mainland,NA,NA,NA,NA,3,20.623,3.026406958,4.541255333,Mexico,Michoacán,Huetamo,18.6292473,-100.9005005,18.2591,HUH,14-Dec,Mich. H et al,7115,NA,NA
332,7216,1934,North America,mainland,NA,NA,NA,NA,1,18.73,2.930126516,4.327817002,Mexico,Sonora,Flats 2.5 miles  S of Llano,29.2913642,-109.7476382,18.2571,HUH,15-Sep,Ira L. Wiggins,7216,NA,NA
333,8149,1938,North America,mainland,NA,NA,NA,NA,1,22.714,3.122981474,4.765920688,Mexico,Yucatan,"On beach, abundant everywhere, Progreso",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,NA,NA
334,8149,1938,North America,mainland,NA,NA,NA,NA,2,23.723,3.166445042,4.870626243,Mexico,Yucatan,"On beach, abundant everywhere, Progreso",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,NA,NA
335,8149,1938,North America,mainland,NA,NA,NA,NA,3,24.252,3.188499088,4.924631966,Mexico,Yucatan,"On beach, abundant everywhere, Progreso",21.306471,-89.6695598,18.2546,HUH,Jul,"C.L Lundell, Amelia A. Lundell",8149,NA,NA
336,8352,1933,North America,island,other,The Revillagigedo Islands,NA,NA,1,18.852,2.936619009,4.34188899,Mexico,Colima,"Sulphur bay, Clarion island",18.3557053,-114.720332,18.2528,HUH,22-Mar,John Thomas Howell,8352,Can't find coordinates specifically for Sulphur Bay,only flower
337,9653,1982,North America,mainland,NA,NA,NA,NA,1,19.728,2.982038946,4.441621326,Mexico,Yucatan,"Entrance to Puerto Progreso, coming from Merifa",21.25,-89.653889,18.2528,HUH,10-Sep,J.S Flores G,9653,NA,NA
338,12887,1956,North America,mainland,NA,NA,NA,NA,1,21.492,3.067680773,4.635946505,Mexico,Sonora,Desert 70 miles N Hermosillo,29.0821552,-110.9889868,18.2528,HUH,20-Aug,U.T Waterfall,12887,Coordinates for Hermosillo,NA
339,14146,1889,North America,island,other,Clarion I.,NA,NA,1,22.195,3.099867038,4.71115697,Mexico,Colima,Clarion Island off Lower California.,18.357739,-114.723557,21.2585 pixels/mm pixels to 1mm,Smithsonian,Mar,"Townsend, C. H. T.",s.n.,NA,NA
340,14147,1889,North America,island,other,Socorro I.,NA,NA,1,29.755,3.392997185,5.454814387,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2384,Smithsonian,Mar,"Townsend, C. H. T.",s.n.,NA,NA
341,14147,1889,North America,island,other,Socorro I.,NA,NA,2,17.87,2.883123329,4.227292278,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2384,Smithsonian,Mar,"Townsend, C. H. T.",s.n.,NA,NA
342,14147,1889,North America,island,other,Socorro I.,NA,NA,3,26.893,3.29186603,5.185846122,Mexico,Colima,Socorro Island.,18.785643,-110.965574,21.2384,Smithsonian,Mar,"Townsend, C. H. T.",s.n.,NA,NA
343,236907,1892,North America,mainland,NA,NA,NA,NA,1,16.165,2.782848411,4.020572099,Mexico,Colima,Armeria,18.93377,-103.999723,21.2434,Smithsonian,28-Jun,"Jones, M. E.",108,NA,NA
344,268727,1895,North America,mainland,NA,NA,NA,NA,1,13.43,2.597491011,3.66469644,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2434,Smithsonian,NA,"Gaumer, G. F.",620,NA,NA
345,268727,1895,North America,mainland,NA,NA,NA,NA,2,12.087,2.492130495,3.476636305,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2434,Smithsonian,NA,"Gaumer, G. F.",620,NA,NA
346,268727,1895,North America,mainland,NA,NA,NA,NA,3,16.451,2.800386266,4.055983235,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2434,Smithsonian,NA,"Gaumer, G. F.",620,NA,NA
347,279592,1896,North America,mainland,NA,NA,NA,NA,1,13.309,2.588440498,3.648150216,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2634,Smithsonian,NA,"Valdez, P.",37,NA,NA
348,313947,1897,North America,island,other,Socorro I.,NA,NA,1,15.254,2.724841764,3.905636952,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2634,Smithsonian,Mar,"Anthony, A. W.",393,NA,NA
349,315467,1897,North America,mainland,NA,NA,NA,NA,1,18.784,2.933005444,4.334051223,Mexico,Colima,"Colima, Colima.",19.258487,-103.72416,11.6757,Smithsonian,Aug,"Palmer, E.",115,NA,NA
350,315467,1897,North America,mainland,NA,NA,NA,NA,2,18.655,2.926114207,4.319143434,Mexico,Colima,"Colima, Colima.",19.258487,-103.72416,11.6757,Smithsonian,Aug,"Palmer, E.",115,NA,NA
351,346533,1899,North America,mainland,NA,NA,NA,NA,1,22.608,3.118303826,4.754787061,Mexico,NA,Puebla to Oaxaca.,18.031576,-97.427298,21.2518,Smithsonian,15-Jun,"Rose, J. N.; Hough, W.",4560,NA,NA
352,346533,1899,North America,mainland,NA,NA,NA,NA,2,15.521,2.742193946,3.939670037,Mexico,NA,Puebla to Oaxaca.,18.031576,-97.427298,21.2518,Smithsonian,15-Jun,"Rose, J. N.; Hough, W.",4560,NA,NA
353,346533,1899,North America,mainland,NA,NA,NA,NA,3,19.5,2.970414466,4.415880433,Mexico,NA,Puebla to Oaxaca.,18.031576,-97.427298,21.2518,Smithsonian,15-Jun,"Rose, J. N.; Hough, W.",4560,NA,NA
354,385440,1898,North America,mainland,NA,NA,NA,NA,1,18.874,2.937785314,4.344421711,Mexico,Michoacan / Guerrero,Il Canal. Delta du Rio Balsas. Etats de Michoacan et de Guerrero.,18.529597,-101.317453,21.2518,Smithsonian,5 May 1898,"Langlassé, E.",141,NA,NA
355,396968,1901,North America,mainland,NA,NA,NA,NA,1,20.923,3.040849032,4.574166591,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2518,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,NA,NA
356,396968,1901,North America,mainland,NA,NA,NA,NA,2,17.035,2.835270051,4.127347817,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2518,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,NA,NA
357,396968,1901,North America,mainland,NA,NA,NA,NA,3,18.658,2.926275009,4.319490711,Mexico,Yucatan,"Progreso, Yucatan.",21.282102,-89.66339,21.2518,Smithsonian,24 Feb 1901 to 5 Mar 1901,"Goldman, E. A.",601,NA,NA
358,398976,1898,North America,mainland,NA,NA,NA,NA,1,15.004,2.708316832,3.87349971,Mexico,Oaxaca,Tehuantepec.,16.322934,-95.238133,21.2518,Smithsonian,23 Dec 1898,"Deam, C. C.",s.n.,NA,NA
359,399003,1903,North America,island,other,Socorro I.,NA,NA,1,16.85,2.824350657,4.10487515,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,NA,NA
360,399003,1903,North America,island,other,Socorro I.,NA,NA,2,20.626,3.026552416,4.541585626,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,NA,NA
361,399003,1903,North America,island,other,Socorro I.,NA,NA,3,17.552,2.865167904,4.189510711,Mexico,Colima,Socorro Island.,18.799263,-110.976027,21.2518,Smithsonian,27 May 1903 to 3 Jul 1903,"Barkelew, F. E.",200,NA,NA
362,452094,1905,North America,mainland,NA,NA,NA,NA,1,17.892,2.884353686,4.229893616,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2518,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,NA,NA
363,452094,1905,North America,mainland,NA,NA,NA,NA,2,20.189,3.005137902,4.49321711,Mexico,Morelos,"Near Yautepec, State of Morelos.",18.884819,-99.064169,21.2518,Smithsonian,12-Jul-05,"Rose, J. N.; Painter, J. H.; Rose, J. S.",8599,NA,NA
364,453539,1905,North America,mainland,NA,NA,NA,NA,1,23.529,3.158233703,4.850670057,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2518,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,NA,NA
365,453539,1905,North America,mainland,NA,NA,NA,NA,2,21.95,3.08876714,4.68508271,Mexico,Oaxaca,"Near Tomellin, State of Oaxaca.",17.755292,-96.959472,21.2518,Smithsonian,4 Sep 1905 to 5 Sep 1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10039,NA,NA
366,453767,1905,North America,mainland,NA,NA,NA,NA,1,16.371,2.795511477,4.046109242,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2518,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,NA,NA
367,453767,1905,North America,mainland,NA,NA,NA,NA,2,15.492,2.740323762,3.935987805,Mexico,Guerrero,State of Guerrero.,17.634857,-100.197834,21.2518,Smithsonian,1905,"Rose, J. N.; Painter, J. H.; Rose, J. S.",10265,NA,NA
368,516792,1905,North America,mainland,NA,NA,NA,NA,1,17.939,2.886977114,4.235445667,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2518,Smithsonian,21-Mar-05,"Dewey, L. H.",590,NA,NA
369,516792,1905,North America,mainland,NA,NA,NA,NA,2,18.514,2.918527203,4.302789793,Mexico,Yucatan,"Merida, Yucatan.",20.981119,-89.620601,21.2518,Smithsonian,21-Mar-05,"Dewey, L. H.",590,NA,NA
370,567363,1910,North America,mainland,NA,NA,NA,NA,1,18.554,2.920685399,4.307435432,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,NA,NA
371,567363,1910,North America,mainland,NA,NA,NA,NA,2,23.346,3.150425663,4.831769862,Mexico,Veracruz Llave,Veracruz.,19.952716,-96.824521,21.2493,Smithsonian,16-Feb-10,"Orcutt, C. R.",3394,NA,NA
372,569001,1894,North America,mainland,NA,NA,NA,NA,1,16.078,2.777451878,4.009738146,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,8 Sep 1894,"Nelson, E. W.",1225,NA,NA
373,569002,1894,North America,mainland,NA,NA,NA,NA,1,20.341,3.012638554,4.510099777,Mexico,Oaxaca,Valley of Oaxaca.,17.065905,-96.651843,21.2493,Smithsonian,20 Sep 1894,"Nelson, E. W.",1318,NA,NA
374,574546,1910,North America,mainland,NA,NA,NA,NA,1,23.502,3.157085524,4.847886137,Mexico,Oaxaca,"Cuicatlan, Oaxaca.",17.800198,-96.96016,21.2518,Smithsonian,13-Jul-10,"Rusby, H. H.",37,NA,NA
375,965926,1896,North America,mainland,NA,NA,NA,NA,1,14.416,2.668338701,3.796840792,Mexico,Yucatan,Yucatan,21.015833,-89.626462,21.2513,Smithsonian,NA,"Valdez, P.",37,NA,NA
376,1034400,1930,North America,mainland,NA,NA,NA,NA,1,18.211,2.902025807,4.267434827,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,NA,NA
377,1034400,1930,North America,mainland,NA,NA,NA,NA,2,21.726,3.0785097,4.661115746,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,NA,NA
378,1034400,1930,North America,mainland,NA,NA,NA,NA,3,21.407,3.063717971,4.626769932,Mexico,Veracruz Llave,"Veracruz, State of Veracruz.",19.952716,-96.824521,21.2513,Smithsonian,8-Apr-30,"Mell, C. D.",644,NA,NA
379,1265392,1925,North America,island,other,Clarion I.,NA,NA,1,14.755,2.691582008,3.841223763,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,NA,NA
380,1265392,1925,North America,island,other,Clarion I.,NA,NA,2,12.479,2.524047232,3.532562809,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Solís, O.",18,NA,NA
381,1265402,1925,North America,island,other,Clarion I.,NA,NA,1,17.799,2.879142276,4.218886109,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,27-Apr-25,"Solís, O.",30,NA,NA
382,1265402,1925,North America,island,other,Clarion I.,NA,NA,2,20.321,3.011654834,4.507881986,Mexico,Colima,Isla Clarion.,18.357739,-114.723557,21.2513,Smithsonian,27-Apr-25,"Solís, O.",30,NA,NA
383,1267487,1874,North America,mainland,NA,NA,NA,NA,1,23.163,3.142556178,4.812795445,Mexico,Yucatan,"Calotmul, Yucatan.",21.021284,-88.17797,21.2513,Smithsonian,NA,"Gaumer, G. F.",1874,NA,NA
384,1380046,1888,North America,mainland,NA,NA,NA,NA,1,15.436,2.736702444,3.928867521,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,NA,NA
385,1380046,1888,North America,mainland,NA,NA,NA,NA,2,16.649,2.812350155,4.080318615,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,NA,NA
386,1380046,1888,North America,mainland,NA,NA,NA,NA,3,17.247,2.847638215,4.152950758,Mexico,Oaxaca,Porpe Oaxaca.,17.065905,-96.651843,21.2513,Smithsonian,Jun 1888,"Seler, C.; Seler, E. G.",44,NA,NA
387,1380048,1895,North America,mainland,NA,NA,NA,NA,1,10.569,2.357925188,3.250999846,Mexico,Oaxaca,"Oaxaca, Tecomavaca.",17.954344,-97.02143,21.2513,Smithsonian,15 Nov 1895,"Seler, C.; Seler, E. G.",1345,NA,NA
388,1380048,1895,North America,mainland,NA,NA,NA,NA,2,9.505,2.251817976,3.083018002,Mexico,Oaxaca,"Oaxaca, Tecomavaca.",17.954344,-97.02143,21.2513,Smithsonian,15 Nov 1895,"Seler, C.; Seler, E. G.",1345,NA,NA
389,1569603,1925,North America,island,other,Clarion I.,NA,NA,1,22.448,3.111201523,4.737932038,Mexico,Colima,Clarion Island.,18.357739,-114.723557,21.2513,Smithsonian,26-Apr-25,"Mason, H. L.",1554,NA,NA
390,1685059,1930,North America,mainland,NA,NA,NA,NA,1,15.73,2.755569717,3.966106403,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,NA,NA
391,1685059,1930,North America,mainland,NA,NA,NA,NA,2,12.699,2.54152325,3.56356563,Mexico,Morelos,"Cuautla, Morelos.",18.829539,-98.947889,21.2513,Smithsonian,Jul,"Lyonnet, Bro. E.",677,NA,NA
392,1686281,1935,North America,mainland,NA,NA,NA,NA,1,13.792,2.624088714,3.713758204,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,NA,NA
393,1686281,1935,North America,mainland,NA,NA,NA,NA,2,15.919,2.767513364,3.989862153,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,NA,NA
394,1686281,1935,North America,mainland,NA,NA,NA,NA,3,16.138,2.781176739,4.017212964,Mexico,Oaxaca,"Ixtepec, State of Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,19-Aug-35,"Fisher, G. L.",35253,NA,NA
395,1689340,1936,North America,mainland,NA,NA,NA,NA,1,18.285,2.906081052,4.276096351,Mexico,Oaxaca,"Ixtepec, Oaxaca.",16.554279,-95.091338,21.2513,Smithsonian,25-Jul-36,"Matuda, E.",7,NA,NA
396,1747286,1934,North America,mainland,NA,NA,NA,NA,1,20.489,3.019888157,4.526477659,Mexico,Sonora,"2.5 mi. S of Llano, Sonora.",30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Wiggins, I. L.",7216,NA,NA
397,1748225,1938,North America,mainland,NA,NA,NA,NA,1,19.217,2.955795304,4.383719882,Mexico,Morelos,Xochiltepec (Morelos).,18.799873,-99.233239,21.2513,Smithsonian,Jul-38,"Lyonnet, Bro. E.",2166,NA,NA
398,1748977,1934,North America,mainland,NA,NA,NA,NA,1,20.755,3.032787182,4.555765578,Mexico,Sonora,South of Estacion Llano.,30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Shreve, F.",6664,NA,NA
399,1748977,1934,North America,mainland,NA,NA,NA,NA,2,16.53,2.805176912,4.06571027,Mexico,Sonora,South of Estacion Llano.,30.350885,-111.10331,21.2513,Smithsonian,15-Sep-34,"Shreve, F.",6664,NA,NA
400,1844852,1934,North America,mainland,NA,NA,NA,NA,1,18.615,2.923967707,4.314510401,Mexico,Guerrero,"Pungarabato, District of Coyuca, Guerrero.",18.331756,-100.690951,21.2513,Smithsonian,12-Jan-34,"Hinton, G. B.; et al.",5458,NA,NA
401,1888370,1938,North America,mainland,NA,NA,NA,NA,1,27.918,3.329271642,5.283748669,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,NA,NA
402,1888370,1938,North America,mainland,NA,NA,NA,NA,2,22.648,3.120071548,4.75899149,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,NA,NA
403,1888370,1938,North America,mainland,NA,NA,NA,NA,3,22.473,3.112314589,4.740569586,Mexico,Yucatan,Yucatan: Progreso.,21.282956,-89.666642,21.2513,Smithsonian,Jul-38,"Lundell, C. L.; Lundell, A. A.",8149,NA,NA
404,2088618,1953,North America,mainland,NA,NA,NA,NA,1,19.884,2.989915388,4.459147901,Mexico,Oaxaca,Oaxaca: 5 mi. NW of Totalapan.,16.675318,-96.314146,21.2513,Smithsonian,6-Jul-53,Collector unknown,E-40,NA,NA
405,2088618,1953,North America,mainland,NA,NA,NA,NA,2,20.193,3.00533601,4.493662204,Mexico,Oaxaca,Oaxaca: 5 mi. NW of Totalapan.,16.675318,-96.314146,21.2513,Smithsonian,6-Jul-53,Collector unknown,E-40,NA,NA
406,2298259,1959,North America,mainland,NA,NA,NA,NA,1,15.499,2.740775506,3.936876935,Mexico,Oaxaca,Oaxaca: Grazed areas 2-4 km. east of Tehuantepec on the road to Oaxaca (Route 190).,16.324872,-95.237409,21.2513,Smithsonian,1-Jul-59,"King, R. M.; Feddema, C.",1189,NA,NA
407,2298259,1959,North America,mainland,NA,NA,NA,NA,2,13.743,2.620529604,3.707155244,Mexico,Oaxaca,Oaxaca: Grazed areas 2-4 km. east of Tehuantepec on the road to Oaxaca (Route 190).,16.324872,-95.237409,21.2513,Smithsonian,1-Jul-59,"King, R. M.; Feddema, C.",1189,NA,NA
408,2298324,1959,North America,mainland,NA,NA,NA,NA,1,17.972,2.888814991,4.239339571,Mexico,Oaxaca,"Oaxaca: Flat grazed areas 4-5 km. east of Juchitan, along the Pan-American highway (Routes 185 & 190).",16.301905,-95.073845,21.2513,Smithsonian,12-Jul-59,"King, R. M.; Feddema, C.",1590,NA,NA
409,2397391,1958,North America,mainland,NA,NA,NA,NA,1,20.009,2.996182172,4.473142072,Mexico,Oaxaca,"Oaxaca: Along highway to Tehuantepec (route 185), 8 kilometers north of Salina Cruz.",16.260055,-95.221395,21.2513,Smithsonian,28-Jun-58,"King, R. M.; Feddema, C.",225,NA,NA
410,2449950,1964,North America,mainland,NA,NA,NA,NA,1,10.368,2.33872414,3.219937888,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueologica, Estado Oaxaca.",16.915006,-96.30113,21.2513,Smithsonian,1-Dec-64,"Rzedowski, J.",19232,NA,NA
411,2449950,1964,North America,mainland,NA,NA,NA,NA,2,13.163,2.577409863,3.628084894,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueologica, Estado Oaxaca.",16.915006,-96.30113,21.2513,Smithsonian,1-Dec-64,"Rzedowski, J.",19232,NA,NA
412,2449950,1964,North America,mainland,NA,NA,NA,NA,3,13.43,2.597491011,3.66469644,Mexico,Oaxaca,"Mitla, alrededores de la zona arqueologica, Estado Oaxaca.",16.915006,-96.30113,21.2513,Smithsonian,1-Dec-64,"Rzedowski, J.",19232,NA,NA
413,2513549,1965,North America,mainland,NA,NA,NA,NA,1,20.442,3.017591608,4.521283004,Mexico,Oaxaca,Oaxaca: 3 miles SW of Tehuantepec.,16.275993,-95.266838,21.2513,Smithsonian,19-Jul-65,"Lathrop, E. W.",5922,NA,NA
414,2513549,1965,North America,mainland,NA,NA,NA,NA,2,20.814,3.035625837,4.562236294,Mexico,Oaxaca,Oaxaca: 3 miles SW of Tehuantepec.,16.275993,-95.266838,21.2513,Smithsonian,19-Jul-65,"Lathrop, E. W.",5922,NA,NA
415,2641471,1963,North America,mainland,NA,NA,NA,NA,1,17.968,2.888592398,4.238867773,Mexico,Veracruz Llave,Veracruz: Veracruz.,19.184762,-96.157949,21.2513,Smithsonian,15-Dec-63,"McKee, H. S.",11055,NA,NA
416,2641471,1963,North America,mainland,NA,NA,NA,NA,2,18.917,2.940060989,4.34936777,Mexico,Veracruz Llave,Veracruz: Veracruz.,19.184762,-96.157949,21.2513,Smithsonian,15-Dec-63,"McKee, H. S.",11055,NA,NA
417,2791193,1965,North America,mainland,NA,NA,NA,NA,1,20.029,2.997181223,4.475377079,Mexico,Colima,Estado de Colima: Entre Colima y Armeria.,19.108918,-103.8604,21.2513,Smithsonian,17-Dec-65,"Delgadillo-m., C.",25,NA,NA
418,2791193,1965,North America,mainland,NA,NA,NA,NA,2,15.521,2.742193946,3.939670037,Mexico,Colima,Estado de Colima: Entre Colima y Armeria.,19.108918,-103.8604,21.2513,Smithsonian,17-Dec-65,"Delgadillo-m., C.",25,NA,NA
419,2798512,1966,North America,mainland,NA,NA,NA,NA,1,13.01,2.565718293,3.606937759,Mexico,Oaxaca,"Oaxaca: Valley of Oaxaca, N of Tlacalula & S of Tule (Mitla vicinity).",16.916685,-96.302626,21.2513,Smithsonian,2-Feb-66,"Ernst, W. R.",2422,NA,NA
420,2798512,1966,North America,mainland,NA,NA,NA,NA,2,12.796,2.549132622,3.577149703,Mexico,Oaxaca,"Oaxaca: Valley of Oaxaca, N of Tlacalula & S of Tule (Mitla vicinity).",16.916685,-96.302626,21.2513,Smithsonian,2-Feb-66,"Ernst, W. R.",2422,NA,NA
421,2798513,1966,North America,mainland,NA,NA,NA,NA,1,21.536,3.069725953,4.640689604,Mexico,Oaxaca,Oaxaca: pass on road to Totolapan.,15.866645,-97.004465,21.2513,Smithsonian,27-Jul-66,"Schoenwetter, J.",JSOX-124,NA,NA
