ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaf_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaf_length_log,leaf_length_sqr
766,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,2,60.61,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,4.104459896,7.78524245
767,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,3,65.86,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,4.187531277,8.115417426
768,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,4,20.28,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.009635179,4.5033321
769,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,5,38.72,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.656356262,6.222539674
770,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,6,28.57,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.352357216,5.345091206
771,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,7,46.08,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.830379016,6.788225099
772,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,8,17.92,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.885917408,4.233202098
773,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,9,18.48,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.916689066,4.298837052
774,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,10,17.81,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.879760097,4.220189569
775,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,1,20.32,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.011605623,4.507771068
776,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,2,33.85,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.521938999,5.818075283
777,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,3,24.83,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.2120526,4.982971001
778,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,4,22.43,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.110399349,4.736032094
779,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,5,26.75,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.286534473,5.172040216
780,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,6,24.1,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.18221184,4.909175083
781,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,7,32.6,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.484312288,5.709640969
782,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,8,18.25,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.90416508,4.272001873
783,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,9,23.73,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.16674007,4.871344784
784,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,10,31.19,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.440097531,5.584800802
785,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,1,47.63,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.863462815,6.901449123
786,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,2,47.84,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.86786211,6.916646586
787,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,3,38.68,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.655322671,6.219324722
788,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,4,29.41,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.381334753,5.423098745
789,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,5,44.88,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.803992261,6.69925369
790,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,6,15.17,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.719319793,3.894868419
791,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,7,19.84,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.987700102,4.45421149
792,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,8,28.93,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.364879119,5.378661544
793,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,9,28.97,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.366260812,5.382378656
794,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,10,29.24,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.375537635,5.407402334
795,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,11,32,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.465735903,5.656854249
796,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,12,16.37,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.795450391,4.045985665
797,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,13,22.86,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.129388658,4.781213235
798,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,14,18.08,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.894806355,4.252058325
799,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,15,13.4,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.595254707,3.660601044
800,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,16,34.72,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.54731589,5.892367945
801,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,17,21.27,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.057297629,4.611941023
802,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,1,11.52,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.444084655,3.39411255
803,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,2,23.26,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.146735147,4.822862221
804,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,3,19.41,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.965788397,4.405678154
805,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,4,20.42,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.016514813,4.518849411
806,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,5,20.73,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.031581926,4.553020975
807,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,6,20.44,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.017493765,4.521061822
808,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,7,22.05,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.093312602,4.695742753
809,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,8,31.83,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.460409241,5.641808221
810,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,9,27.29,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.306520335,5.223983155
811,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,10,33.8,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.520460802,5.813776741
812,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,1,16.76,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.818995095,4.093897898
813,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,2,15.89,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.765689981,3.986226286
814,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,3,17.02,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.834389123,4.125530269
815,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,4,16.6,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.809402695,4.074309757
816,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,5,15.76,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.757475084,3.969886648
817,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,6,15.3,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.727852828,3.911521443
818,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,13,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.564949357,3.605551275
819,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,22.18,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.099190982,4.709564736
820,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,24.29,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.190064743,4.928488612
821,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,20.17,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.004196352,4.491102315
822,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,12.03,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.48740353,3.468429039
823,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,25.81,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.250762014,5.080354318
824,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,20,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.995732274,4.472135955
825,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,33.53,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.51244056,5.790509477
826,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,18.55,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.920469789,4.306971093
827,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,32.05,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.467297183,5.661271942
828,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,1,15.56,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.744703519,3.944616585
829,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,2,17.34,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.853015971,4.164132563
830,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,3,12.29,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.508785924,3.505709629
831,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,4,14.59,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.680336363,3.819685851
832,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,5,22.61,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.118392286,4.754997371
833,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,6,14.7,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.687847494,3.834057903
834,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,7,13.18,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.578700529,3.630426972
835,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,8,20.01,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.996232149,4.473253849
836,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,9,17.17,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.843163675,4.143669871
837,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,10,26.18,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.26499576,5.116639522
838,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,26.46,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.275634159,5.14392846
839,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,32.77,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.489513463,5.724508713
840,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,31.88,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.461978854,5.646237685
841,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,25.21,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.227240741,5.020956084
842,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,15.45,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.737609003,3.930648801
843,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,27.92,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.329343278,5.283937925
844,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,27.41,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.31090791,5.235456045
845,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,22.68,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.121483479,4.76235236
846,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,35.85,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.579343567,5.987486952
847,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,16.75,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.818398258,4.092676386
848,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,1,56.49,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,4.034063631,7.51598297
849,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,2,42.3,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.744787086,6.503845017
850,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,3,41.07,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.715277928,6.408587988
851,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,4,36.09,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.586015819,6.007495318
852,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,5,33.32,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.506157817,5.772347876
853,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,6,26.95,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.293983297,5.191338941
854,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,7,20.16,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.003700443,4.489988864
855,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,8,28.34,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.344274234,5.323532662
856,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,9,31.83,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.460409241,5.641808221
857,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,10,15.4,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.734367509,3.924283374
858,CDRS_7475,1992,South America,island,Galapagos,Galapagos,Eden,1,1,37.74,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.63072054,6.143289021
859,CDRS_7475,1992,South America,island,Galapagos,Galapagos,Eden,1,2,43.05,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.762362231,6.561249881
860,CDRS_7475,1992,South America,island,Galapagos,Galapagos,Eden,1,3,33.54,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.512738756,5.791372894
861,CDRS_7475,1992,South America,island,Galapagos,Galapagos,Eden,1,4,27.21,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.303584553,5.216320542
862,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,1,24.81,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.211246798,4.980963762
863,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,2,32.97,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.495598057,5.741950888
864,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,3,45.13,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.809547214,6.717886572
865,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,4,43.7,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.777348102,6.610597552
866,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,5,44.64,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.798630318,6.681317235
867,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,6,45.35,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.814410177,6.734240863
868,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,1,36.94,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.609294975,6.07782856
869,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,2,25.05,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.220873828,5.004997502
870,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,3,21.26,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.056827373,4.610856753
871,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,4,52.91,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.968592357,7.273926038
872,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,5,26.94,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.293612171,5.190375709
873,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,6,56.2,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,4.028916757,7.496665926
874,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,7,38.75,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.657130756,6.224949799
875,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,8,33.04,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.497718949,5.748043145
876,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,9,24.73,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.208017082,4.972926704
877,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,10,27.22,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.303951997,5.217278984
878,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,21.7,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.077312261,4.65832588
879,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,15.95,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.769458829,3.99374511
880,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,25.47,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.237501289,5.046781152
881,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,27.3,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.306886702,5.224940191
882,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,15.58,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.74598804,3.947150871
883,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,21.49,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.067587711,4.635730795
884,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,26.46,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.275634159,5.14392846
885,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,14.78,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.693274916,3.844476557
886,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,12.07,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.490723035,3.474190553
887,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,16.81,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.821973947,4.1
888,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,1,11.59,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.450142657,3.404408906
889,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,2,15.74,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.756205243,3.967366885
890,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,3,20.7,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.0301337,4.549725266
891,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,4,13.01,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.565718293,3.606937759
892,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,5,18.56,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.921008727,4.308131846
893,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,6,22.34,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.106378794,4.726520919
894,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,7,12.15,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.49732917,3.485685012
895,CDRS_9051,1998,South America,island,Galapagos,Galapagos,Fernandina,1,8,23.53,14,Ecuador,Galapagos,Cabo Douglas,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.158276203,4.850773134
