ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaflet_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaflet_length_log,leaflet_length_sqr
759,5150,1935,South America,mainland,NA,NA,NA,NA,1,16.969,14,Venezuela,Anzoátegui,"Roadside at outskirts of the city, Guanta",10.2353946,-64.5936964,18.2528,HUH,20-Aug,David Potter,5150,NA,NA,2.83138815,4.119344608
760,10180,1922,South America,island,other,NA,NA,NA,1,14.681,14,Venezuela,Nueva Esparta,"Playa de Cabo Blanco, on sandy beach",11.1275149,-63.8478552,18.2528,HUH,20-Feb,H. Pittier,10180,NA,NA,2.686554141,3.831579309
761,10180,1922,South America,island,other,NA,NA,NA,2,12.306,12,Venezuela,Nueva Esparta,"Playa de Cabo Blanco, on sandy beach",11.1275149,-63.8478552,18.2528,HUH,20-Feb,H. Pittier,10180,NA,leaf at first node- leaf looks like it was cut,2.510086948,3.507990878
762,12323,1945,South America,mainland,NA,NA,NA,NA,1,7.027,14,Venezuela ,Falcon,Coquina sandstone desert. Bahia boca de las piedras. Península de Paraguaná.,NA,NA,18.2528,HUH,17-Oct,D.S Correll,12323,"Can't find ""Bahia boca de las piedras""",NA,1.949759872,2.650848921
763,12323,1945,South America,mainland,NA,NA,NA,NA,2,6.737,14,Venezuela ,Falcon,Coquina sandstone desert. Bahia boca de las piedras. Península de Paraguaná.,NA,NA,18.2528,HUH,17-Oct,D.S Correll,12323,"Can't find ""Bahia boca de las piedras""",NA,1.907614722,2.595573154
764,12323,1945,South America,mainland,NA,NA,NA,NA,3,6.23,12,Venezuela ,Falcon,Coquina sandstone desert. Bahia boca de las piedras. Península de Paraguaná.,NA,NA,18.2528,HUH,17-Oct,D.S Correll,12323,"Can't find ""Bahia boca de las piedras""",NA,1.829376333,2.495996795
765,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,1,14.65,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.684440335,3.827531842
766,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,2,12.55,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.529720666,3.542597917
767,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,3,20.83,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,3.036394255,4.563989483
768,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,4,8.8,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.174751721,2.966479395
769,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,5,12.95,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.561095788,3.598610843
770,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,6,12.67,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.539236994,3.559494346
771,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,7,18.33,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.908539062,4.281354926
772,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,8,10.32,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.33408376,3.212475681
773,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,9,9.15,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.213753879,3.024896692
774,CDRS_92,1963,South America,island,Galapagos,Galapagos,Darwin,1,10,6.24,14,Ecuador,Galapagos,Culpepper,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.830980182,2.497999199
775,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,1,4.69,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.545432582,2.165640783
776,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,2,6.79,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.915450942,2.605762844
777,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,3,6.12,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.811562097,2.473863375
778,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,4,5.25,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.658228077,2.291287847
779,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,5,6.22,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.827769907,2.493992783
780,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,6,7.25,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.981001469,2.692582404
781,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,7,6.92,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.93441577,2.630589288
782,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,8,3.82,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.340250423,1.954482029
783,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,9,7.65,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.034705648,2.765863337
784,CDRS_1239,1974,South America,island,Galapagos,Galapagos,Santiago,1,10,7.34,14,Ecuador,Galapagos,Bahia Bucanero,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.993338843,2.709243437
785,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,1,9.36,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.23644529,3.059411708
786,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,2,12.48,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.524127363,3.532704347
787,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,3,14.9,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.701361213,3.860051813
788,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,4,8.35,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.122261539,2.889636655
789,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,5,11.93,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.479056236,3.453983208
790,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,6,5.25,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.658228077,2.291287847
791,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,7,6.58,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.884034745,2.565151068
792,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,8,7.36,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.996059933,2.712931993
793,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,9,7.92,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.069391206,2.814249456
794,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,10,6.64,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.893111963,2.576819745
795,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,11,7.77,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.050270164,2.787471973
796,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,12,5.82,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.761300262,2.412467616
797,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,13,6.44,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.86252854,2.537715508
798,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,14,5.63,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.728109442,2.372762104
799,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,15,4.54,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.512927012,2.130727575
800,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,16,7.61,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.029463172,2.758622845
801,CDRS_3183,1983,South America,island,Galapagos,Galapagos,Darwin,1,17,6.61,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.888583654,2.570992026
802,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,1,4.49,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.501852702,2.11896201
803,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,2,5.76,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.750937475,2.4
804,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,3,6.8,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.916922612,2.607680962
805,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,4,5.16,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.640936579,2.271563338
806,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,5,7.06,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.954445052,2.657066051
807,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,6,5.97,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.786746927,2.443358345
808,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,7,4.89,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.587192303,2.211334439
809,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,8,8.95,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.191653532,2.99165506
810,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,9,9.65,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.266957915,3.106444913
811,CDRS_3184,1983,South America,island,Galapagos,Galapagos,Daphne Mayor,1,10,8.41,16,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.129421474,2.9
812,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,1,4.27,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.451613827,2.066397832
813,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,2,5.41,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.688249093,2.32594067
814,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,3,6.52,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.874874376,2.553429067
815,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,4,6.46,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.865629318,2.541653005
816,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,5,2.55,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,0.936093359,1.596871942
817,CDRS_4341,1984,South America,island,Galapagos,Galapagos,Genovesa,1,6,3.14,12,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.1442228,1.772004515
818,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,6.55,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.87946505,2.559296778
819,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,4.44,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.490654376,2.107130751
820,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,6.59,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.885553349,2.567099531
821,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,7.72,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.043814364,2.778488798
822,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,4.68,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.54329811,2.163330765
823,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,5.51,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.706564623,2.347338919
824,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,6.67,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.89761986,2.582634314
825,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,8.56,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.14710019,2.925747768
826,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,5.72,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.743968805,2.391652149
827,CDRS_4408,1984,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,8.08,14,Ecuador,Galapagos,Puerto Ayora,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.089391873,2.842534081
828,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,1,4.74,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.556037136,2.177154106
829,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,2,4.78,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.564440547,2.186321111
830,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,3,5.07,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.623340818,2.25166605
831,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,4,4.23,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.442201993,2.05669638
832,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,5,8.37,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.124653885,2.893095228
833,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,6,3.96,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.376244025,1.989974874
834,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,7,4.29,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.456286733,2.071231518
835,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,8,7.09,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.958685341,2.662705391
836,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,9,6.18,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.821318271,2.485960579
837,CDRS_4711,1985,South America,island,Galapagos,Galapagos,Pinta,1,10,7.73,14,Ecuador,Galapagos,Camp site,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.045108863,2.780287755
838,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,5.29,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.665818246,2.3
839,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,5.42,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.690095815,2.328089345
840,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,7.93,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.070653036,2.816025568
841,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,7.14,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.965712776,2.672077843
842,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,5.2,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.648658626,2.28035085
843,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,9.87,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.289499853,3.141655614
844,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,9.09,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.207174908,3.014962686
845,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,7.14,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.965712776,2.672077843
846,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,8.38,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.125847914,2.894822965
847,CDRS_6145,1994,South America,island,Galapagos,Galapagos,Santa Cruz,1,10,4.86,16,Ecuador,Galapagos,Gemelos,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.581038438,2.204540769
848,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,1,17.5,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.862200881,4.183300133
849,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,2,12.57,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.531313023,3.54541958
850,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,3,8.72,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.165619238,2.952964612
851,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,4,10.81,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.380471632,3.287856445
852,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,5,9.73,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.275213896,3.119294792
853,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,6,8.15,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.098017927,2.854820485
854,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,7,3.96,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.376244025,1.989974874
855,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,8,7.36,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.996059933,2.712931993
856,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,9,6.34,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.846878768,2.517935662
857,CDRS_6215,1994,South America,island,Galapagos,Galapagos,San Cristobal,0,10,7.46,14,Ecuador,Galapagos,Loberia,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.009555414,2.731300057
858,CDRS_7475,1992,South America,island,Galapagos,Galapagos,Eden,1,1,12.34,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.512846018,3.512833614
859,CDRS_7475,1992,South America,island,Galapagos,Galapagos,Eden,1,2,10.79,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.378619779,3.284813541
860,CDRS_7475,1992,South America,island,Galapagos,Galapagos,Eden,1,3,12.48,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.524127363,3.532704347
861,CDRS_7475,1992,South America,island,Galapagos,Galapagos,Eden,1,4,12.7,14,Ecuador,Galapagos,NA,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.541601993,3.563705936
862,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,1,9.5,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.251291799,3.082207001
863,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,2,13.51,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.603430152,3.67559519
864,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,3,12.94,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.560323289,3.59722115
865,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,4,15.14,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.717340248,3.891015292
866,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,5,12.31,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.51041194,3.508560959
867,CDRS_7599,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,6,11,12,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.397895273,3.31662479
868,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,1,11.96,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.481567749,3.458323293
869,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,2,8.41,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.129421474,2.9
870,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,3,8.13,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.095560924,2.851315486
871,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,4,10.61,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.361796953,3.257299495
872,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,5,9.25,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.224623552,3.041381265
873,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,6,8.64,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.156402583,2.939387691
874,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,7,11.54,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.445819261,3.39705755
875,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,8,10.46,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.347558459,3.234192326
876,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,9,6.49,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.870262531,2.547547841
877,CDRS_7611,1992,South America,island,Galapagos,Galapagos,Guy Fawkes Oeste,1,10,9.93,14,Ecuador,Galapagos,Largest islet,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.295560478,3.151190251
878,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,1,11.4,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.433613355,3.376388603
879,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,2,8.55,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.145931283,2.924038303
880,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,3,8.26,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.111424588,2.874021573
881,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,4,10.01,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.303584593,3.163858404
882,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,5,7.13,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.964311234,2.670205985
883,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,6,9.13,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.211565695,3.021588986
884,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,7,8.78,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,2.172476408,2.963106478
885,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,8,6.48,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.86872051,2.545584412
886,CDRS_7634,1992,South America,island,Galapagos,Galapagos,Santa Cruz,1,9,5.36,14,Ecuador,Galapagos,Punta Bowdtich,NA,NA,NA,CDRS,NA,NA,NA,NA,NA,1.678963975,2.315167381
